Location_ID,Latitude,Longitude,LatLong
940,-33.80864182,150.9876577,"-33.80864182,150.9876577"
941,-33.92278182,151.0680626,"-33.92278182,151.0680626"
942,-33.92270486,151.0680185,"-33.92270486,151.0680185"
943,-33.61362381,150.8111058,"-33.61362381,150.8111058"
944,-33.61292723,150.8090296,"-33.61292723,150.8090296"
945,-34.69233579,150.1583818,"-34.69233579,150.1583818"
946,-34.69201661,150.1582058,"-34.69201661,150.1582058"
947,-32.46292679,151.7424687,"-32.46292679,151.7424687"
948,-33.92867126,151.1544432,"-33.92867126,151.1544432"
949,-33.92868435,151.1543587,"-33.92868435,151.1543587"
950,-33.92884985,151.1538917,"-33.92884985,151.1538917"
951,-33.92882963,151.153842,"-33.92882963,151.153842"
952,-34.42582725,150.8886385,"-34.42582725,150.8886385"
953,-34.42673344,150.8885596,"-34.42673344,150.8885596"
954,-34.42698795,150.8884363,"-34.42698795,150.8884363"
955,-34.42645671,150.8884344,"-34.42645671,150.8884344"
956,-34.42642506,150.8882201,"-34.42642506,150.8882201"
957,-34.42587253,150.8882123,"-34.42587253,150.8882123"
958,-34.42720865,150.8879475,"-34.42720865,150.8879475"
959,-34.42679193,150.8878175,"-34.42679193,150.8878175"
960,-33.8315907,151.1925953,"-33.8315907,151.1925953"
961,-33.83245952,151.1921823,"-33.83245952,151.1921823"
962,-33.8326745,151.1917926,"-33.8326745,151.1917926"
963,-33.831467429999996,151.1915732,"-33.831467429999996,151.1915732"
964,-34.27545316,150.9536753,"-34.27545316,150.9536753"
965,-34.27530416,150.9535083,"-34.27530416,150.9535083"
966,-33.49202131,151.2571482,"-33.49202131,151.2571482"
967,-33.7357511,150.4821963,"-33.7357511,150.4821963"
968,-33.73546893,150.4818417,"-33.73546893,150.4818417"
969,-33.73526715,150.4808855,"-33.73526715,150.4808855"
970,-34.04741225,151.1437622,"-34.04741225,151.1437622"
971,-34.04744884,151.1437013,"-34.04744884,151.1437013"
972,-34.04769831,151.1436487,"-34.04769831,151.1436487"
973,-34.04765603,151.1435849,"-34.04765603,151.1435849"
974,-34.34939351,150.9153897,"-34.34939351,150.9153897"
975,-34.34956158,150.91536,"-34.34956158,150.91536"
976,-34.34932926,150.9151104,"-34.34932926,150.9151104"
977,-33.48597397,151.324352,"-33.48597397,151.324352"
978,-33.48527377,151.3237255,"-33.48527377,151.3237255"
979,-33.48585711,151.3233847,"-33.48585711,151.3233847"
980,-33.48597825,151.3232156,"-33.48597825,151.3232156"
981,-33.17984054,151.48724,"-33.17984054,151.48724"
982,-33.180164,151.4868566,"-33.180164,151.4868566"
983,-33.86553906,151.2063145,"-33.86553906,151.2063145"
984,-33.86583394,151.2062822,"-33.86583394,151.2062822"
985,-33.86572268,151.206269,"-33.86572268,151.206269"
986,-33.86570502,151.2061027,"-33.86570502,151.2061027"
987,-33.86566282,151.2059726,"-33.86566282,151.2059726"
988,-33.86575654,151.2059633,"-33.86575654,151.2059633"
989,-33.86560119,151.2055201,"-33.86560119,151.2055201"
990,-33.86445369,151.2053161,"-33.86445369,151.2053161"
991,-33.86572968,151.2050799,"-33.86572968,151.2050799"
992,-33.86564376,151.2050042,"-33.86564376,151.2050042"
993,-33.86562889,151.2048,"-33.86562889,151.2048"
994,-33.86524696,151.20397,"-33.86524696,151.20397"
995,-33.86534132,151.203967,"-33.86534132,151.203967"
996,-33.28508373,151.4255992,"-33.28508373,151.4255992"
997,-33.2853325,151.4255494,"-33.2853325,151.4255494"
998,-33.28524935,151.4252208,"-33.28524935,151.4252208"
999,-33.2853225,151.4251587,"-33.2853225,151.4251587"
1000,-33.90733106,151.0246767,"-33.90733106,151.0246767"
1001,-33.86488282,150.97104,"-33.86488282,150.97104"
1002,-33.86462082,150.9709456,"-33.86462082,150.9709456"
1003,-33.86498836,150.9708084,"-33.86498836,150.9708084"
1004,-33.86502912,150.9707162,"-33.86502912,150.9707162"
1005,-34.37159251,150.5434481,"-34.37159251,150.5434481"
1006,-33.47184198,150.2021194,"-33.47184198,150.2021194"
