School_Code,SuburbPostCodeKey,AgeID,School_Name,Street,Suburb,Postcode,Student_numbers,Indigenous_percentage,LBOTE_percentage,ICSEA_Value,Level_of_Schooling,Opportunity_Class,School_Specialty_Type,School_Subtype,Intensive_English_Centre,School_Gender,Phone,School_Email,Fax,Late_Opening_School,Latitude,Longitude,Date_Extracted,LatLong
4282,"2148-Marayong",7834,"Marayong Heights Public School","Guerie St","Marayong","2148","325","9","28",976,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9622 4776","marayonght-p.school@det.nsw.edu.au","9831 3571","N",-33.742667,150.896425,2017-07-03 00:00:00.000,"-33.742667,150.896425"
4285,"2760-Colyton",10770,"Bennett Road Public School","100-114 Bennett Rd","Colyton","2760","526","15","30",908,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9623 2018","bennettrd-p.school@det.nsw.edu.au","9833 1037","N",-33.783499,150.792462,2017-07-03 00:00:00.000,"-33.783499,150.792462"
4289,"2170-Lurnea",8539,"Lurnea Public School","West & Reilly Sts","Lurnea","2170","432","7","73",908,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9607 7002","lurnea-p.school@det.nsw.edu.au","9608 4938","N",-33.932082,150.891925,2017-07-03 00:00:00.000,"-33.932082,150.891925"
4290,"2770-Mount Druitt",10815,"Mount Druitt Public School","51 Belmore Avenue","Mount Druitt","2770","560","5","78",957,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9625 9036","mtdruitt-p.school@det.nsw.edu.au","9832 2453","N",-33.763984,150.812509,2017-07-03 00:00:00.000,"-33.763984,150.812509"
4291,"2529-Oak Flats",10032,"Balarang Public School","Government Rd","Oak Flats","2529","304","13","17",952,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4256 1846","balarang-p.school@det.nsw.edu.au","4257 1441","N",-34.55976,150.831115,2017-07-03 00:00:00.000,"-34.55976,150.831115"
4296,"2517-Woonona",9996,"Woonona East Public School","19 Corinda Road","Woonona","2517","222","8","5",1041,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4284 1472","woononaest-p.school@det.nsw.edu.au","4283 2507","N",-34.352261,150.915453,2017-07-03 00:00:00.000,"-34.352261,150.915453"
4299,"2036-Malabar",7566,"Chifley Public School","Mitchell St","Malabar","2036","185","31","22",975,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9661 3014","chifley-p.school@det.nsw.edu.au","9661 6934","N",-33.96583,151.242158,2017-07-03 00:00:00.000,"-33.96583,151.242158"
4310,"2148-Blacktown",15108,"Walters Road Public School","158 Walters Rd","Blacktown","2148","568","5","57",993,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9672 2333","waltersrd-p.school@det.nsw.edu.au","9831 6249","N",-33.784758,150.892148,2017-07-03 00:00:00.000,"-33.784758,150.892148"
4311,"2565-Bardia",8550,"Bardia Public School","Macdonald Rd","Bardia","2565","253","4","53",1013,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9605 2459","bardia-p.school@det.nsw.edu.au","9829 3967","N",-33.97528,150.857923,2017-07-03 00:00:00.000,"-33.97528,150.857923"
4316,"2259-Mannering Park",8712,"Mannering Park Public School","Vales Rd","Mannering Park","2259","229","8","3",929,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4359 1184","mannringpk-p.school@det.nsw.edu.au","4359 1667","N",-33.150794,151.536785,2017-07-03 00:00:00.000,"-33.150794,151.536785"
4318,"2290-Charlestown",9059,"Hillsborough Public School","Waratah Ave","Charlestown","2290","281","5","6",1015,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4943 5695","hillsboro-p.school@det.nsw.edu.au","4942 2579","N",-32.959966,151.68003,2017-07-03 00:00:00.000,"-32.959966,151.68003"
4319,"2168-Sadleir",8531,"Sadleir Public School","Insignia St","Sadleir","2168","306","4","75",903,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9607 8201","sadleir-p.school@det.nsw.edu.au","9608 4935","N",-33.915843,150.891029,2017-07-03 00:00:00.000,"-33.915843,150.891029"
4320,"2259-Gwandalan",8708,"Gwandalan Public School","Kanangra Drive","Gwandalan","2259","339","12","5",953,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4976 1318","gwandalan-p.school@det.nsw.edu.au","4972 5189","N",-33.135468,151.582444,2017-07-03 00:00:00.000,"-33.135468,151.582444"
4324,"2290-Charlestown",9052,"Charlestown South Public School","Patricia Ave","Charlestown","2290","205","12","7",1001,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4943 5827","charlestos-p.school@det.nsw.edu.au","4942 2578","N",-32.96765,151.688181,2017-07-03 00:00:00.000,"-32.96765,151.688181"
4327,"2148-Blacktown",7836,"Marayong South Public School","McClean St","Blacktown","2148","345","4","57",993,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9622 4216","marayongs-p.school@det.nsw.edu.au","9831 3562","N",-33.760128,150.885236,2017-07-03 00:00:00.000,"-33.760128,150.885236"
4329,"2256-Woy Woy",8702,"Woy Woy South Public School","The School Mall","Woy Woy","2256","493","12","8",947,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4341 1899","woywoysth-p.school@det.nsw.edu.au","4343 1984","N",-33.503577,151.321429,2017-07-03 00:00:00.000,"-33.503577,151.321429"
4336,"2168-Heckenberg",8529,"Heckenberg Public School","Jindabyne St","Heckenberg","2168","213","12","65",864,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9607 8672","heckenberg-p.school@det.nsw.edu.au","9607 4720","N",-33.908784,150.890543,2017-07-03 00:00:00.000,"-33.908784,150.890543"
4337,"2168-Busby",8525,"Busby Public School","South Liverpool Rd","Busby","2168","247","16","63",873,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9607 7211","busby-p.school@det.nsw.edu.au","9608 4934","N",-33.911561,150.881313,2017-07-03 00:00:00.000,"-33.911561,150.881313"
4338,"2168-Miller",8530,"Miller Public School","Miller Rd & Shropshire St","Miller","2168","205","10","57",872,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9607 8293","miller-p.school@det.nsw.edu.au","9608 4692","N",-33.921454,150.876881,2017-07-03 00:00:00.000,"-33.921454,150.876881"
4339,"2747-Kingswood",10702,"Kingswood South Public School","Smith St","Kingswood","2747","293","12","25",952,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4736 2408","kingswoods-p.school@det.nsw.edu.au","4736 6001","N",-33.769287,150.711849,2017-07-03 00:00:00.000,"-33.769287,150.711849"
4344,"2168-Ashcroft",8524,"Ashcroft Public School","Sheriff St","Ashcroft","2168","273","12","64",885,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9607 8202","ashcroft-p.school@det.nsw.edu.au","9608 4695","N",-33.916395,150.89839,2017-07-03 00:00:00.000,"-33.916395,150.89839"
4346,"2750-Penrith",10700,"Kingswood Park Public School","Caloola Ave","Penrith","2750","145","41","14",839,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4721 4414","kingswoopk-p.school@det.nsw.edu.au","4721 0904","N",-33.741191,150.711457,2017-07-03 00:00:00.000,"-33.741191,150.711457"
4354,"2776-Faulconbridge",10842,"Faulconbridge Public School","Grose Rd","Faulconbridge","2776","318","4","5",1046,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4751 2208","faulconbri-p.school@det.nsw.edu.au","4751 3933","N",-33.691022,150.544693,2017-07-03 00:00:00.000,"-33.691022,150.544693"
4360,"2168-Cartwright",8527,"Cartwright Public School","Willan Drive","Cartwright","2168","170","6","68",912,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9607 7979","cartwright-p.school@det.nsw.edu.au","9608 3237","N",-33.925284,150.890943,2017-07-03 00:00:00.000,"-33.925284,150.890943"
4364,"2146-Toongabbie",7816,"Toongabbie West Public School","Ballandella Rd","Toongabbie","2146","247","8","54",1003,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9631 3610","toongabwst-p.school@det.nsw.edu.au","9636 8623","N",-33.792593,150.957238,2017-07-03 00:00:00.000,"-33.792593,150.957238"
4366,"2145-Constitution Hill",7812,"Toongabbie East Public School","Harris Rd","Constitution Hill","2145","78","13","53",874,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9631 3996","toongabest-p.school@det.nsw.edu.au","9896 3191","N",-33.797274,150.980274,2017-07-03 00:00:00.000,"-33.797274,150.980274"
4367,"2281-Caves Beach",8958,"Caves Beach Public School","Park Ave","Caves Beach","2281","406","4","5",1039,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4971 1838","cavesbeach-p.school@det.nsw.edu.au","4972 1346","N",-33.103178,151.638184,2017-07-03 00:00:00.000,"-33.103178,151.638184"
4371,"2620-Queanbeyan",10406,"Queanbeyan East Public School","Yass St","Queanbeyan","2620","192","13","21",977,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","6297 2619","queanbeyae-p.school@det.nsw.edu.au","6299 4128","N",-35.34542,149.24613,2017-07-03 00:00:00.000,"-35.34542,149.24613"
4372,"2324-Raymond Terrace",9196,"Irrawang Public School","Geer St","Raymond Terrace","2324","292","31","5",849,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4987 2403","irrawang-p.school@det.nsw.edu.au","4987 4063","N",-32.758624,151.756776,2017-07-03 00:00:00.000,"-32.758624,151.756776"
4375,"2650-Wagga Wagga",10475,"Ashmont Public School","Bardia St","Wagga Wagga","2650","217","51","6",788,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","6931 4944","ashmont-p.school@det.nsw.edu.au","6931 4320","N",-35.124467,147.332815,2017-07-03 00:00:00.000,"-35.124467,147.332815"
4377,"2153-Baulkham Hills",7853,"Baulkham Hills North Public School","2A Girralong Ave","Baulkham Hills","2153","864","1","43",1113,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9639 6936","baulkhamn-p.school@det.nsw.edu.au","9686 3390","N",-33.751927,150.999957,2017-07-03 00:00:00.000,"-33.751927,150.999957"
4378,"2770-Whalan",10827,"Whalan Public School","Karangi Rd","Whalan","2770","315","21","31",850,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9625 9437","whalan-p.school@det.nsw.edu.au","9832 2452","N",-33.752917,150.809664,2017-07-03 00:00:00.000,"-33.752917,150.809664"
4379,"2280-Belmont",8742,"Floraville Public School","78 Floraville Road","Belmont","2280","560","6","4",1025,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4945 4845","floraville-p.school@det.nsw.edu.au","4947 7669","N",-33.014211,151.663835,2017-07-03 00:00:00.000,"-33.014211,151.663835"
4380,"2800-Orange",11003,"Calare Public School","44 Wentworth Lane","Orange","2800","651","11","6",970,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","02 6362 3699","calare-p.school@det.nsw.edu.au","02 6362 9702","N",-33.286947,149.079358,2017-07-03 00:00:00.000,"-33.286947,149.079358"
4382,"2153-Baulkham Hills",7857,"Jasper Road Public School","Jasper Rd","Baulkham Hills","2153","780","1","54",1108,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9639 6801","jasperroad-p.school@det.nsw.edu.au","9639 4487","N",-33.761316,150.982269,2017-07-03 00:00:00.000,"-33.761316,150.982269"
4395,"2528-Warilla",10028,"Mount Warrigal Public School","Hogarth Ave","Warilla","2528","206","19","13",896,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4296 6266","mtwarrigal-p.school@det.nsw.edu.au","4297 2816","N",-34.553788,150.84461,2017-07-03 00:00:00.000,"-34.553788,150.84461"
4396,"2168-Green Valley",8526,"Busby West Public School","Starling St","Green Valley","2168","399","12","65",905,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9607 7573","busbywest-p.school@det.nsw.edu.au","9608 4936","N",-33.906099,150.87445,2017-07-03 00:00:00.000,"-33.906099,150.87445"
4397,"2250-Wyoming",8690,"Wyoming Public School","Maidens Brush Rd","Wyoming","2250","329","15","15",946,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4325 2181","wyoming-p.school@det.nsw.edu.au","4323 6932","N",-33.408202,151.355782,2017-07-03 00:00:00.000,"-33.408202,151.355782"
4398,"2250-Springfield",8673,"Chertsey Primary School","Willow Rd","Springfield","2250","220","16","11",949,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4325 3963","chertsey-p.school@det.nsw.edu.au","4323 6891","N",-33.429911,151.369267,2017-07-03 00:00:00.000,"-33.429911,151.369267"
4399,"2530-Kanahooka",4928,"Hayes Park Public School","202 Kanahooka Road","Kanahooka","2530","517","6","9",965,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4261 4222","hayespark-p.school@det.nsw.edu.au","4262 2043","N",-34.491584,150.816321,2017-07-03 00:00:00.000,"-34.491584,150.816321"
4402,"2770-Tregear",10822,"Tregear Public School","Wilkes Cres","Tregear","2770","323","32","33",841,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9628 6301","tregear-p.school@det.nsw.edu.au","9628 3692","N",-33.745883,150.794321,2017-07-03 00:00:00.000,"-33.745883,150.794321"
4404,"2450-Coffs Harbour",9664,"Narranga Public School","Robin St","Coffs Harbour","2450","608","7","8",970,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","6652 1106","narranga-p.school@det.nsw.edu.au","6651 1196","N",-30.292216,153.10472,2017-07-03 00:00:00.000,"-30.292216,153.10472"
4406,"2580-Goulburn",10252,"Bradfordville Public School","10 Hampden Street","Goulburn","2580","264","8","2",952,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4821 4936","bradfordvi-p.school@det.nsw.edu.au","4821 9899","N",-34.723022,149.739879,2017-07-03 00:00:00.000,"-34.723022,149.739879"
4407,"2641-Lavington",10446,"Hume Public School","Parklands Cres","Lavington","2641","191","34","17",863,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","6025 1850","hume-p.school@det.nsw.edu.au","6025 4052","N",-36.050352,146.947268,2017-07-03 00:00:00.000,"-36.050352,146.947268"
4408,"2770-Lethbridge Park",10805,"Lethbridge Park Public School","Copeland Rd","Lethbridge Park","2770","382","23","33",850,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9628 6655","lethbridpk-p.school@det.nsw.edu.au","9628 0651","N",-33.737964,150.800109,2017-07-03 00:00:00.000,"-33.737964,150.800109"
4409,"2530-Dapto",10038,"Koonawarra Public School","Byamee St","Dapto","2530","215","32","6",855,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4261 2880","koonawarra-p.school@det.nsw.edu.au","4262 2046","N",-34.501193,150.807883,2017-07-03 00:00:00.000,"-34.501193,150.807883"
4410,"2650-Wagga Wagga",10488,"Red Hill Public School","Hawkes Place","Wagga Wagga","2650","217","49","6",807,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","6931 1223","tolland-p.school@det.nsw.edu.au","6931 4312","N",-35.146431,147.347641,2017-07-03 00:00:00.000,"-35.146431,147.347641"
4411,"2444-Port Macquarie",9642,"Westport Public School","Widderson St","Port Macquarie","2444","315","21","6",885,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","6583 2944","westport-p.school@det.nsw.edu.au","6583 4809","N",-31.437349,152.893038,2017-07-03 00:00:00.000,"-31.437349,152.893038"
4413,"2705-Leeton",10560,"Parkview Public School","Park Ave","Leeton","2705","354","22","5",892,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","6953 2600","parkview-p.school@det.nsw.edu.au","6953 5066","N",-34.561818,146.395819,2017-07-03 00:00:00.000,"-34.561818,146.395819"
4417,"2153-Winston Hills",7862,"Winston Hills Public School","Hillcrest Rd","Winston Hills","2153","627","1","33",1082,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9639 8518","winstonhil-p.school@det.nsw.edu.au","9686 3274","N",-33.773464,150.981106,2017-07-03 00:00:00.000,"-33.773464,150.981106"
4421,"2460-South Grafton",9718,"Gillwinga Public School","Hyde St","South Grafton","2460","128","66","7",762,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","6642 2344","gillwinga-p.school@det.nsw.edu.au","6643 2051","N",-29.724385,152.933824,2017-07-03 00:00:00.000,"-29.724385,152.933824"
4422,"2770-Emerton",10801,"Emerton Public School","Hindemith Ave","Emerton","2770","242","18","45",855,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9628 6367","emerton-p.school@det.nsw.edu.au","9628 1062","N",-33.744738,150.805478,2017-07-03 00:00:00.000,"-33.744738,150.805478"
4423,"2530-Dapto",10041,"Mount Brown Public School","Mount Brown Rd","Dapto","2530","369","8","10",974,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4261 3855","mountbrown-p.school@det.nsw.edu.au","4261 1020","N",-34.515885,150.784817,2017-07-03 00:00:00.000,"-34.515885,150.784817"
4426,"2261-Killarney Vale",8726,"Killarney Vale Public School","Hendricks Rd","Killarney Vale","2261","420","12","8",958,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4388 1066","killarneyv-p.school@det.nsw.edu.au","4389 2140","N",-33.365221,151.456103,2017-07-03 00:00:00.000,"-33.365221,151.456103"
4435,"2774-Mount Riverview",10839,"Mount Riverview Public School","Rusden Rd","Mount Riverview","2774","227","7","10",1058,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4739 2180","mtrivervie-p.school@det.nsw.edu.au","4739 8322","N",-33.72951,150.632585,2017-07-03 00:00:00.000,"-33.72951,150.632585"
4436,"2777-Winmalee",10845,"Winmalee Public School","1-15 Leslie Street","Winmalee","2777","362","4","6",1030,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4754 1574","winmalee-p.school@det.nsw.edu.au","4754 3410","N",-33.670272,150.610783,2017-07-03 00:00:00.000,"-33.670272,150.610783"
4438,"2580-Goulburn",10271,"Wollondilly Public School","Newton & Hoskins Sts","Goulburn","2580","339","5","8",989,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4821 4496","wollondill-p.school@det.nsw.edu.au","4821 4462","N",-34.742953,149.710904,2017-07-03 00:00:00.000,"-34.742953,149.710904"
4441,"2153-Baulkham Hills",7856,"Crestwood Public School","38 Peel Rd","Baulkham Hills","2153","738","1","47",1115,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9624 3950","crestwood-p.school@det.nsw.edu.au","9838 8423","N",-33.749141,150.972197,2017-07-03 00:00:00.000,"-33.749141,150.972197"
4446,"2770-Dharruk",10799,"Dawson Public School","Stuart Rd","Dharruk","2770","293","12","46",911,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9625 9031","dawson-p.school@det.nsw.edu.au","9832 1332","N",-33.745369,150.816017,2017-07-03 00:00:00.000,"-33.745369,150.816017"
4447,"2770-Hebersham",10802,"Hebersham Public School","Andover Cres","Hebersham","2770","620","19","50",891,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9625 9133","hebersham-p.school@det.nsw.edu.au","9832 1456","N",-33.748103,150.825924,2017-07-03 00:00:00.000,"-33.748103,150.825924"
4449,"2770-Whalan",10812,"Madang Avenue Public School","Mimika Avenue","Whalan","2770","303","16","46",873,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9625 7144","madangave-p.school@det.nsw.edu.au","9832 1470","N",-33.759958,150.804846,2017-07-03 00:00:00.000,"-33.759958,150.804846"
4450,"2582-Yass",10276,"Berinba Public School","Church St","Yass","2582","301","10","4",999,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","6226 2110","berinba-p.school@det.nsw.edu.au","6226 3194","N",-34.849095,148.918959,2017-07-03 00:00:00.000,"-34.849095,148.918959"
4452,"2753-Hobartville",10726,"Hobartville Public School","Valder Ave","Hobartville","2753","391","9","5",964,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4578 1110","hobartvill-p.school@det.nsw.edu.au","4588 5882","N",-33.603649,150.742281,2017-07-03 00:00:00.000,"-33.603649,150.742281"
4453,"2770-Blackett",10794,"Blackett Public School","47-59 Boldrewood Rd","Blackett","2770","242","26","26",853,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9628 7760","blackett-p.school@det.nsw.edu.au","9628 0985","N",-33.739605,150.815858,2017-07-03 00:00:00.000,"-33.739605,150.815858"
4456,"2720-Tumut",10645,"Franklin Public School","Forest St","Tumut","2720","310","15","3",903,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","6947 1533","franklin-p.school@det.nsw.edu.au","6947 1377","N",-35.315059,148.230502,2017-07-03 00:00:00.000,"-35.315059,148.230502"
4458,"2560-Campbelltown",10199,"Briar Road Public School","Briar Rd","Campbelltown","2560","280","33","25",827,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4625 5957","briarrd-p.school@det.nsw.edu.au","4628 0134","N",-34.089103,150.827673,2017-07-03 00:00:00.000,"-34.089103,150.827673"
4459,"2322-Woodberry",9190,"Woodberry Public School","Lawson Ave","Woodberry","2322","187","27","4",825,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4966 2044","woodberry-p.school@det.nsw.edu.au","4964 1148","N",-32.79221,151.670508,2017-07-03 00:00:00.000,"-32.79221,151.670508"
4460,"2564-Macquarie Fields",10211,"Curran Public School","Melaleuca Drive","Macquarie Fields","2564","261","17","43",868,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9605 4534","curran-p.school@det.nsw.edu.au","9829 3973","N",-33.993145,150.899426,2017-07-03 00:00:00.000,"-33.993145,150.899426"
4461,"2564-Macquarie Fields",10212,"Guise Public School","Eucalyptus Drive","Macquarie Fields","2564","156","13","36",868,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9605 4397","guise-p.school@det.nsw.edu.au","9829 3975","N",-33.987448,150.89692,2017-07-03 00:00:00.000,"-33.987448,150.89692"
4463,"2529-Flinders",17055,"Flinders Public School","Adam Murray Way","Flinders","2529","555","4","25",996,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4295 7355","flinders-p.school@det.nsw.edu.au","4295 7455","N",-34.582182,150.85024,2017-07-03 00:00:00.000,"-34.582182,150.85024"
4464,"2540-Sanctuary Point",10081,"Sanctuary Point Public School","Idlewild Ave","Sanctuary Point","2540","512","22","3",903,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4443 0546","sancturypt-p.school@det.nsw.edu.au","4443 7036","N",-35.104844,150.628585,2017-07-03 00:00:00.000,"-35.104844,150.628585"
4466,"2570-Camden",10225,"Mawarra Public School","Macarthur Rd","Camden","2570","450","4","5",1031,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4658 0990","mawarra-p.school@det.nsw.edu.au","4658 0223","N",-34.061245,150.7122,2017-07-03 00:00:00.000,"-34.061245,150.7122"
4467,"2176-St Johns Park",16241,"King Park Public School","Humphries Rd","St Johns Park","2176","484","1","81",985,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9604 7691","kingpark-p.school@det.nsw.edu.au","9725 5351","N",-33.879147,150.910701,2017-07-03 00:00:00.000,"-33.879147,150.910701"
4468,"2640-North Albury",10443,"Glenroy Public School","Logan Rd","North Albury","2640","192","18","9",898,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","6025 4044","glenroy-p.school@det.nsw.edu.au","6040 2344","N",-36.05459,146.917314,2017-07-03 00:00:00.000,"-36.05459,146.917314"
4470,"2770-Willmot",10829,"Willmot Public School","Discovery Ave","Willmot","2770","142","25","38",842,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9628 0222","willmot-p.school@det.nsw.edu.au","9628 1451","N",-33.725747,150.794401,2017-07-03 00:00:00.000,"-33.725747,150.794401"
4473,"2747-Werrington",10777,"Werrington Public School","Heavey St","Werrington","2747","393","11","23",938,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9623 7077","werrington-p.school@det.nsw.edu.au","9623 1339","N",-33.755125,150.745293,2017-07-03 00:00:00.000,"-33.755125,150.745293"
4476,"2770-Shalvey",10821,"Shalvey Public School","Laver St","Shalvey","2770","314","26","35",851,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9628 0322","shalvey-p.school@det.nsw.edu.au","9628 3545","N",-33.726605,150.809439,2017-07-03 00:00:00.000,"-33.726605,150.809439"
4479,"2560-Airds",10206,"John Warby Public School","Deans Rd","Airds","2560","202","27","26",836,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4625 8140","johnwarby-p.school@det.nsw.edu.au","4628 1637","N",-34.082225,150.834434,2017-07-03 00:00:00.000,"-34.082225,150.834434"
4480,"2770-Bidwill",10792,"Bidwill Public School","45 Bunya Rd","Bidwill","2770","360","26","42",843,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9628 2444","bidwill-p.school@det.nsw.edu.au","9628 0480","N",-33.733547,150.825934,2017-07-03 00:00:00.000,"-33.733547,150.825934"
4482,"2750-South Penrith",10722,"York Public School","Evan St","South Penrith","2750","578","7","10",969,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4731 6577","york-p.school@det.nsw.edu.au","4721 7522","N",-33.777111,150.698124,2017-07-03 00:00:00.000,"-33.777111,150.698124"
4483,"2753-Grose Vale",10724,"Grose View Public School","Grose Wold Rd","Grose Vale","2753","234","6","8",1018,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4572 1386","groseview-p.school@det.nsw.edu.au","4572 1833","N",-33.594468,150.66485,2017-07-03 00:00:00.000,"-33.594468,150.66485"
4484,"2747-Cambridge Park",16184,"Cambridge Gardens Public School","Trinity Drive","Cambridge Park","2747","374","10","13",960,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4730 1201","cambridgeg-p.school@det.nsw.edu.au","4729 1385","N",-33.737224,150.722008,2017-07-03 00:00:00.000,"-33.737224,150.722008"
4486,"2330-Singleton Heights",9321,"Singleton Heights Public School","Dorsman Drive","Singleton Heights","2330","573","11","7",953,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","6573 1363","singletonh-p.school@det.nsw.edu.au","6573 1414","N",-32.549203,151.163955,2017-07-03 00:00:00.000,"-32.549203,151.163955"
4489,"2560-Ruse",16269,"Ruse Public School","Junction Rd","Ruse","2560","416","7","21",957,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4625 7811","ruse-p.school@det.nsw.edu.au","4626 7422","N",-34.066949,150.841573,2017-07-03 00:00:00.000,"-34.066949,150.841573"
4490,"2566-Minto",16199,"Campbellfield Public School","Townson Ave","Minto","2566","209","11","50",935,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9603 4233","campbellfi-p.school@det.nsw.edu.au","9820 2945","N",-34.037684,150.847422,2017-07-03 00:00:00.000,"-34.037684,150.847422"
4491,"2565-Ingleburn",16272,"Sackville Street Public School","22 Sackville St","Ingleburn","2565","522","9","46",972,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9605 3073","sackvillst-p.school@det.nsw.edu.au","9605 3874","N",-34.011068,150.863607,2017-07-03 00:00:00.000,"-34.011068,150.863607"
4492,"2560-St Helens Park",10210,"Woodland Road Public School","20 Woodland Road","St Helens Park","2560","253","11","25",938,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","4626 2488","woodlandrd-p.school@det.nsw.edu.au","4628 5026","N",-34.097072,150.815078,2017-07-03 00:00:00.000,"-34.097072,150.815078"
4493,"2770-Shalvey",10818,"Noumea Public School","Noumea St","Shalvey","2770","284","20","42",859,"Primary School","N","Comprehensive","Kinder to Year 6","N","Coed","9628 7220","noumea-p.school@det.nsw.edu.au","9628 1572","N",-33.732606,150.809892,2017-07-03 00:00:00.000,"-33.732606,150.809892"
